index,tollbooth_name,direction,road,km,tdpa,M,A,AR,B,C2,C3,C4,C5,C6,C7,C8,C9,VNC,vta,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC
200-02,feliciano,las cañas-lázaro cárdenas,ex-037d,282.000,"3,163",0.3,45.7,0.2,2.9,2.8,3.7,3.0,11.2,5.7,2.4,0.1,17.5,4.5,"1,154,363",7.9,7.0,8.4,8.5,8.2,7.8,8.1,8.4,8.1,8.9,9.0,9.7
200-03,feliciano,feliciano-lázaro cárdenas,ex-037d,282.000,"1,361",0.8,79.1,0.2,3.2,4.1,4.8,0.5,2.6,1.1,0.0,0.0,0.3,3.3,"496,626",8.7,7.2,8.8,9.2,9.0,7.6,8.7,7.4,7.1,7.9,8.2,10.2
201,puente inter. laredo iii,nuevo laredo-laredo,ex-085,5.200,"5,173",0.0,2.0,0.1,0.0,5.2,8.9,0.2,83.1,0.4,0.0,0.0,0.0,0.1,"1,888,216",7.6,7.1,9.0,8.3,7.9,8.7,8.5,8.7,8.4,8.8,8.7,8.3
202-01,la venta sánchez magallanes,agua dulce-cárdenas,ex-184d,73.200,"9,311",0.3,45.1,0.3,2.4,5.3,5.2,0.9,17.9,3.0,0.3,0.1,10.9,8.3,"3,398,615",7.9,7.0,8.2,8.1,8.3,7.9,8.6,8.4,7.9,8.6,8.6,10.5
202-02,la venta sánchez magallanes,agua dulce-ent. magallanes,ex-184d,73.200,615,0.4,81.6,0.5,1.2,2.8,1.5,0.3,2.3,0.7,0.0,0.0,0.2,8.5,"224,490",6.6,6.5,8.5,8.1,9.1,9.3,9.2,7.9,7.8,8.0,8.4,10.6
202-03,la venta sánchez magallanes,ent. magallanes-cárdenas,ex-184d,73.200,130,0.5,36.3,0.2,0.5,3.7,1.8,0.2,2.5,1.1,0.0,0.0,0.2,53.0,"47,337",7.5,8.7,7.8,7.5,8.2,7.5,9.1,8.9,8.1,8.6,8.4,9.7
203-01,san alejo tejocotal,ent. tulancingo-venta grande,ex-132d,112.500,"8,881",0.8,71.9,0.3,4.2,3.5,4.5,0.9,5.9,2.4,0.2,0.0,5.4,0.0,"3,241,677",7.2,6.3,8.5,8.7,8.8,7.6,8.7,7.9,6.9,8.7,9.5,11.2
203-02,san alejo tejocotal,ent. tulancingo-san alejo,ex-132d,112.500,"3,107",1.0,83.3,0.5,0.1,4.3,5.0,0.6,2.0,2.2,0.0,0.0,1.0,0.0,"1,134,146",7.6,7.0,8.6,8.7,9.0,8.1,8.8,8.1,7.8,8.8,8.7,8.8
203-03,san alejo tejocotal,san alejo-venta grande,ex-132d,112.500,"2,163",0.8,78.6,0.4,5.7,5.5,4.2,0.7,2.0,1.2,0.1,0.0,0.8,0.0,"789,407",7.1,6.4,8.1,7.9,8.4,8.2,8.8,8.1,7.5,8.9,9.6,11.0
204,totomoxtle,totomoxtle-ent. el pital,er-d,181.361,"3,268",0.9,67.5,0.5,1.9,4.3,5.1,0.7,10.3,2.8,0.1,0.0,4.9,1.0,"1,192,964",7.3,6.6,9.6,9.6,9.5,8.1,9.2,7.8,6.6,7.8,7.9,10.0
205-01,las choapas,ent. las choapas-nvo. sacrificio,ex-187d,16.800,"3,123",0.4,36.0,0.4,4.9,6.2,9.7,1.3,21.4,3.9,0.4,0.3,14.0,1.1,"1,140,068",7.9,7.9,8.6,8.4,8.3,8.0,8.9,8.2,7.4,8.2,8.2,10.0
205-02,las choapas,ent. las choapas-ent. las choapas ii,ex-187d,16.800,"1,367",4.2,80.2,0.3,1.1,4.4,3.4,0.1,2.2,0.6,0.0,0.0,0.4,3.1,"499,038",7.6,6.9,8.3,8.0,8.0,7.3,7.9,8.2,9.0,9.7,9.1,10.0
205-03,las choapas,ent. las choapas ii-nvo. sacrificio,ex-187d,16.800,52,2.1,63.6,2.0,14.1,5.2,7.9,0.4,3.6,0.6,0.1,0.0,0.4,0.0,"19,131",7.5,6.5,7.8,8.6,7.6,8.8,10.1,10.1,8.0,8.6,8.1,8.3
206-01,malpasito,nvo. sacrificio-raudales,ex-187d,128.000,"2,927",0.4,34.2,0.3,5.4,6.0,9.6,1.3,22.2,3.9,0.5,0.3,14.8,1.1,"1,068,416",7.9,8.0,8.6,8.5,8.3,7.9,8.9,8.2,7.4,8.1,8.2,10.0
206-02,malpasito,malpasito-ent. rómulo calzada,ex-187d,128.000,37,5.8,67.5,0.6,2.5,5.6,3.5,0.6,4.9,1.4,0.0,0.0,0.0,7.6,"13,494",7.7,8.2,7.9,7.0,7.2,6.3,10.1,8.9,8.7,10.3,9.5,8.2
206-03,malpasito,ent. rómulo calzada-ocuilapa,ex-187d,128.000,"1,589",2.5,82.1,0.5,1.2,8.3,3.1,0.1,0.4,0.2,0.0,0.0,0.0,1.6,"580,080",7.7,6.9,8.2,8.3,8.1,7.9,8.7,8.2,7.7,8.7,8.9,10.7
207,ocozocoautla,ent. raudales-ocozocoautla,ex-187d,182.200,"4,898",0.5,55.1,0.3,3.9,6.4,6.7,0.8,13.3,2.4,0.3,0.2,8.8,1.3,"1,787,781",8.0,7.7,8.6,8.5,8.3,7.9,8.8,8.1,7.5,8.2,8.3,10.1
208,tepotzotlán,tepalcapa-tepeji del río,ex-057d,43.010,"58,895",0.6,69.0,0.1,3.9,5.0,3.7,0.5,10.9,0.7,0.1,0.1,2.2,3.2,"21,496,857",7.2,6.8,8.2,8.1,8.6,8.2,8.7,8.4,8.1,8.9,8.8,10.0
209-01,jorobas,jorobas-tepeji del río,ex-057d,56.280,"2,013",0.5,55.0,0.3,1.3,6.0,5.0,0.8,14.7,2.0,0.1,0.1,5.4,8.8,"734,693",7.9,7.2,8.7,8.4,8.4,8.2,8.7,8.4,8.2,8.3,8.1,9.5
209-02,jorobas,jorobas-zumpango circuito mexiquense,ex-057d,56.280,"13,707",0.4,56.5,0.2,2.2,6.1,6.9,0.9,16.8,2.5,0.2,0.1,3.8,3.4,"5,003,123",7.0,6.4,7.7,7.7,8.1,7.9,8.7,8.2,7.8,10.2,10.0,10.3
210,polotitlán,tepeji-polotitlán,ex-057d,133.050,796,0.5,70.8,0.4,1.8,4.7,3.0,0.5,3.1,1.2,0.1,0.0,0.6,13.3,"290,614",6.9,6.1,13.3,9.1,8.8,7.6,9.0,8.0,6.1,8.1,8.4,8.6
211-01,palmillas,tepeji del río-palmillas,ex-057d,147.917,"40,703",0.4,57.4,0.2,2.5,6.0,4.9,1.0,18.1,1.7,0.3,0.2,4.2,3.1,"14,856,594",7.0,6.6,7.7,8.0,8.5,8.3,8.8,8.5,8.2,9.0,8.9,10.5
211-02,palmillas,tepeji del río-palmillas,ex-057d,146.500,"11,030",0.3,54.7,0.2,3.5,4.5,7.0,0.8,17.1,2.2,0.4,0.2,6.0,3.1,"4,025,928",8.0,7.2,9.2,8.0,8.3,8.1,9.0,8.5,7.5,8.0,8.4,9.8
212,ixtapaluca,chalco panasonic-méxico,ex-150d,31.900,"17,247",1.6,89.2,0.0,0.3,3.4,1.7,0.1,1.5,0.1,0.0,0.0,0.1,2.0,"6,295,296",7.8,6.7,8.4,8.2,8.6,8.1,8.6,8.6,8.2,8.9,8.9,9.0
213,chalco,méxico-chalco,ex-150d,32.000,"41,322",1.0,90.5,0.0,2.1,2.6,1.3,0.0,1.2,0.2,0.0,0.0,0.1,1.0,"15,082,380",7.6,7.3,8.3,8.0,8.4,8.0,8.5,8.5,8.4,9.0,8.7,9.3
214,san marcos,méxico-río frío,ex-150d,33.300,"30,947",0.6,72.4,0.1,3.9,5.3,3.8,0.2,7.1,0.6,0.1,0.1,2.8,3.0,"11,295,774",7.2,6.5,7.9,7.9,8.5,8.1,8.9,8.6,8.0,9.1,9.0,10.3
215,san marcos bis,méxico-circuito exterior mexiquense,ex-150d,33.300,"7,062",1.0,89.4,0.0,0.1,2.3,1.8,0.1,2.6,0.4,0.0,0.0,0.7,1.6,"2,577,491",7.8,7.4,8.2,7.9,8.5,8.3,8.5,8.4,8.3,8.8,8.6,9.3
216,san martín texmelucan,río frío-puebla,ex-150d,91.000,"47,369",0.7,67.9,0.2,3.6,4.9,4.5,0.4,10.4,1.3,0.2,0.1,4.2,1.6,"17,289,695",7.2,6.5,8.0,8.0,8.5,8.2,8.9,8.6,8.1,9.1,8.9,10.0
217,querétaro,querétaro-celaya,ex-045d,7.000,"14,587",0.3,62.0,0.2,3.4,6.1,4.5,0.8,13.6,1.4,0.4,0.1,3.4,3.8,"5,324,344",7.3,6.9,8.3,8.2,8.5,8.4,8.7,8.5,7.7,8.8,8.8,9.9
218-01,querétaro bis,querétaro-ent. lib. suroeste de querétaro,ex-045d,7.000,"13,858",1.0,71.7,0.2,1.0,5.3,4.8,0.5,10.8,2.5,0.1,0.0,1.6,0.5,"5,058,182",8.1,7.7,8.8,8.7,9.3,8.8,8.7,7.8,7.3,8.3,7.9,8.6
218-02,querétaro bis,ent. lib.,ex-045d,7.000,"5,580",0.3,57.7,0.3,0.6,4.9,3.5,0.6,19.9,2.4,0.3,0.1,8.4,1.0,"2,036,718",7.5,7.1,8.3,7.9,8.2,8.3,8.5,8.4,8.2,8.8,9.1,9.7
219,apaseo,apaseo-celaya,ex-045d,24.000,"10,569",0.4,53.2,0.2,3.3,4.8,6.8,0.9,17.8,2.5,0.5,0.1,6.7,2.8,"3,857,726",7.5,6.8,8.4,8.0,8.1,8.0,8.8,8.6,7.8,8.5,9.0,10.5
220,villagrán,celaya-villagrán,ex-045d,63.000,783,0.6,71.0,0.4,0.4,4.3,6.3,0.6,9.0,2.6,0.0,0.0,1.6,3.2,"285,619",7.4,6.9,8.2,7.5,7.9,7.6,8.4,8.3,8.3,8.7,9.6,11.2
221-01,salamanca,celaya-irapuato,ex-045d,83.250,"11,616",0.3,53.7,0.3,2.9,6.8,7.2,0.7,16.6,2.0,0.3,0.1,5.9,3.2,"4,239,871",7.1,6.7,8.1,8.1,8.4,8.2,8.8,8.5,8.0,8.9,9.1,10.1
221-02,salamanca,celaya-salamanca,ex-045d,83.250,"1,188",0.6,77.9,0.3,0.4,3.5,4.9,0.2,5.2,0.7,0.0,0.0,0.3,6.0,"433,601",7.0,6.6,8.0,7.9,8.3,8.0,8.7,8.3,8.1,9.1,9.1,10.9
221-03,salamanca,salamanca-irapuato,ex-045d,83.250,"1,606",0.8,87.4,0.3,0.4,3.3,1.9,0.1,3.2,0.3,0.0,0.0,0.2,2.1,"586,368",6.7,6.1,7.4,9.1,8.1,7.8,8.0,8.0,7.8,10.6,9.6,10.8
222-01,cerro gordo,celaya-ent. cerro gordo,ex-045d,78.900,"13,003",0.3,56.6,0.3,1.5,5.8,5.6,0.8,19.3,2.0,0.5,0.1,6.1,1.1,"4,746,240",7.1,6.6,8.1,8.0,8.4,8.2,9.0,8.6,7.9,8.9,9.1,10.1
222-02,cerro gordo,ent. cerro gordo-irapuato,ex-045d,78.900,184,0.2,46.3,0.1,1.5,5.5,3.2,0.3,13.9,1.4,0.5,0.0,12.4,14.7,"67,227",8.5,7.7,8.5,9.7,8.0,7.2,7.5,7.5,7.3,10.2,8.6,9.3
222-03,cerro gordo,ent. cerro gordo-salamanca,ex-045d,78.900,93,2.4,89.6,0.5,0.1,3.3,3.1,0.1,0.5,0.3,0.0,0.0,0.1,0.0,"34,126",7.3,6.5,7.6,7.5,8.5,8.6,8.9,8.4,7.3,8.6,9.4,11.4
223,ixtenco,amozoc-ixtenco,ex-140d,1.000,"10,515",0.6,74.4,0.2,4.4,4.1,3.7,0.5,7.5,0.8,0.3,0.0,2.3,1.2,"3,837,870",7.6,7.2,8.7,8.3,8.8,8.1,8.7,8.2,7.6,8.6,8.4,9.8
224-01,audi,ixtenco-audi,ex-140d,35.600,"1,872",0.3,63.0,0.1,12.4,3.5,1.9,0.4,14.6,0.7,0.1,0.0,1.9,1.1,"683,184",7.4,8.2,9.9,8.0,9.4,8.8,8.2,8.5,8.0,8.4,7.3,7.9
224-02,audi,audi-cuapiaxtla,ex-140d,35.600,119,0.0,25.9,0.0,2.1,10.8,3.2,1.8,40.4,5.0,1.3,0.2,9.3,0.0,"43,463",7.3,7.9,7.9,9.6,9.3,9.5,2.4,9.5,9.4,9.8,8.7,8.7
224-03,audi,audi-oriental,ex-140d,35.600,44,0.0,30.8,0.1,0.8,6.6,4.0,0.9,28.3,5.1,1.0,0.1,22.3,0.0,"16,197",6.0,7.3,7.3,8.2,7.8,6.1,24.9,6.8,7.5,7.3,5.8,5.0
225-01,cuapiaxtla,ixtenco-oriental,ex-140d,40.000,"6,065",0.6,75.9,0.2,2.2,4.1,3.8,0.6,6.1,0.9,0.5,0.1,2.9,2.1,"2,213,563",7.6,6.9,8.5,8.5,8.7,7.2,8.8,8.3,7.6,8.8,8.7,10.4
225-02,cuapiaxtla,ixtenco-cuapiaxtla,ex-140d,40.000,"1,615",0.5,66.1,0.2,0.6,6.3,7.3,0.9,10.6,2.2,0.1,0.0,3.4,1.8,"589,349",7.6,6.9,8.2,7.8,8.3,11.0,9.0,8.0,7.3,8.3,8.3,9.3
225-03,cuapiaxtla,cuapiaxtla-oriental,ex-140d,40.000,"5,666",0.5,65.0,0.2,4.1,4.6,4.1,0.9,8.0,3.1,0.6,0.0,6.8,2.1,"2,067,950",7.3,6.4,8.0,8.0,8.2,8.8,9.1,8.1,7.6,8.7,9.0,10.8
226-01,cantona,oriental-perote,ex-140d,81.000,"6,532",0.6,60.4,0.2,3.0,3.9,5.0,1.1,11.6,3.4,1.0,0.1,8.8,0.9,"2,384,314",7.6,6.6,8.4,8.2,8.4,7.9,8.8,8.0,7.5,8.8,8.8,11.0
226-02,cantona,oriental-cantona,ex-140d,81.000,247,1.0,72.8,0.3,0.1,2.7,1.2,0.1,0.6,1.0,0.0,0.0,0.0,20.2,"90,023",8.1,7.3,8.3,8.0,8.5,8.3,8.6,7.5,7.8,8.5,9.1,10.0
226-03,cantona,cantona-perote,ex-140d,81.000,128,1.0,70.5,0.5,0.4,6.6,6.4,0.3,3.2,1.8,0.0,0.0,5.4,3.9,"46,810",8.8,7.5,8.0,7.4,9.7,7.6,8.8,7.9,7.6,9.0,8.4,9.3
227,perote,libramiento de perote,ex-140d,97.000,"1,918",0.2,34.5,0.2,0.4,9.2,14.4,2.9,18.2,9.8,0.2,0.1,8.6,1.3,"699,951",8.0,7.5,8.7,8.2,8.8,8.2,8.8,8.0,7.7,8.8,8.3,9.0
228-01,matehuala,san luis potosí-saltillo,ex-d,9.600,"13,762",0.1,26.1,0.6,1.6,5.6,3.5,0.8,49.9,3.8,0.3,0.1,7.6,0.0,"5,023,088",8.0,6.8,8.3,8.0,8.1,8.4,9.0,8.4,7.8,8.5,8.6,10.1
228-02,matehuala,san luis potosí-dr. arroyo,ex-d,9.600,61,1.0,71.1,2.2,0.4,13.1,5.4,0.4,3.2,1.4,0.0,0.0,1.8,0.0,"22,245",9.1,6.2,7.8,8.7,7.9,7.2,9.9,9.1,7.8,8.4,7.8,10.1
228-03,matehuala,dr. arroyo-saltillo,ex-d,9.600,52,1.0,72.6,3.1,0.2,10.9,5.6,0.6,2.7,0.6,0.0,0.0,2.7,0.0,"18,983",9.0,6.2,8.5,7.9,7.9,7.8,9.5,8.1,7.6,8.1,7.8,11.6
229-01,atlacomulco,acambay-atlacomulco,ex-m40d,11.300,528,0.6,59.0,0.4,2.3,8.2,4.1,0.7,17.9,2.0,0.5,0.0,2.1,2.2,"192,622",6.7,7.7,8.2,7.9,8.2,8.1,8.9,9.1,8.6,8.8,8.6,9.2
229-02,atlacomulco,jilotepec-atlacomulco,ex-m40d,11.300,230,0.2,73.5,0.2,0.2,7.0,2.5,0.3,3.6,0.7,0.6,0.1,5.3,5.8,"83,924",7.5,7.1,8.7,8.1,8.1,8.2,8.1,7.8,8.1,9.1,9.2,10.0
229-03,atlacomulco,querétaro-atlacomulco,ex-m40d,11.300,"2,763",0.3,51.3,0.1,4.5,5.5,5.4,2.4,19.6,2.9,0.8,0.2,6.3,0.7,"1,008,545",7.3,6.8,8.2,7.8,8.1,7.8,8.7,8.1,8.0,9.2,9.2,10.8
229-04,atlacomulco,tula ii-atlacomulco,ex-m40d,11.300,36,1.0,92.2,0.4,0.2,1.8,1.2,0.1,1.1,0.5,0.0,0.0,0.1,1.4,"13,146",7.2,6.9,9.3,7.8,9.4,7.6,8.7,7.7,6.0,9.5,9.2,10.7
229-05,atlacomulco,tula i-atlacomulco,ex-m40d,11.300,217,0.3,43.5,0.3,0.9,3.2,7.8,1.1,10.6,9.6,0.3,0.4,13.5,8.5,"79,176",7.5,6.1,8.5,9.0,9.6,9.4,9.4,8.2,6.5,7.7,8.2,9.9
229-06,atlacomulco,atitalaquia-atlacomulco,ex-m40d,11.300,56,0.3,42.7,0.3,0.4,2.2,12.4,0.6,5.8,27.0,0.2,0.0,7.7,0.4,"20,482",7.2,6.7,8.7,9.6,10.8,10.9,8.5,7.8,7.0,7.4,7.5,7.9
229-07,atlacomulco,apaxco-atlacomulco,ex-m40d,11.300,8,0.1,89.5,0.5,0.0,1.6,6.1,0.0,0.1,0.3,0.0,0.0,0.1,1.7,"1,005","","","","","","","","",1.6,28.5,33.6,36.3
229-08,atlacomulco,ajoloapan-atlacomulco,ex-m40d,11.300,12,0.4,82.8,0.5,1.3,7.9,2.1,0.6,3.0,0.3,0.0,0.0,0.4,0.7,"4,474",6.7,6.2,7.5,8.7,8.6,8.6,8.6,7.8,7.7,9.3,9.8,10.5
229-09,atlacomulco,pachuca-atlacomulco,ex-m40d,11.300,220,0.5,76.2,0.4,0.7,4.5,4.9,1.9,6.0,1.6,0.3,0.0,2.2,0.8,"80,279",7.1,6.3,7.9,7.9,8.1,7.8,8.7,8.2,8.0,9.2,9.1,11.7
229-10,atlacomulco,tulancingo-atlacomulco,ex-m40d,11.300,162,0.3,65.6,0.4,0.9,4.3,6.3,1.8,6.1,4.0,0.2,0.0,9.8,0.3,"59,310",8.6,6.6,8.0,8.1,8.1,7.5,8.6,7.8,7.0,8.5,9.5,11.7
229-11,atlacomulco,sahagún-atlacomulco,ex-m40d,11.300,19,0.2,23.5,0.1,0.7,1.5,2.3,1.3,20.6,6.2,1.4,0.5,41.4,0.3,"7,086",8.5,7.1,8.8,8.2,7.6,10.1,8.8,8.2,7.3,8.4,8.3,8.7
229-12,atlacomulco,calpulalpan-atlacomulco,ex-m40d,11.300,19,0.3,60.9,0.5,0.2,6.1,5.1,1.7,15.2,2.6,0.5,0.1,5.8,1.0,"7,044",8.2,6.5,8.7,9.2,8.5,7.3,8.8,8.7,7.3,7.9,8.8,10.1
229-13,atlacomulco,sanctórum-atlacomulco,ex-m40d,11.300,151,0.3,54.5,0.3,0.7,5.8,7.2,2.1,15.7,6.1,1.0,0.1,6.0,0.2,"55,219",8.3,6.5,7.8,7.9,7.8,8.0,8.9,8.8,7.8,8.7,8.6,10.9
229-14,atlacomulco,san martín texmelucan-atlacomulco,ex-m40d,11.300,510,0.4,50.9,0.4,2.2,4.5,4.5,1.8,17.4,3.4,1.0,0.2,12.1,1.2,"186,128",8.5,6.8,8.9,8.1,8.0,7.6,8.8,8.1,7.5,8.4,8.4,10.9
230-01,acambay,atlacomulco-acambay,ex-m40d,13.000,575,0.7,61.7,0.3,2.3,7.3,3.7,1.3,14.9,3.5,0.4,0.0,1.7,2.2,"210,043",6.9,6.7,7.9,7.5,8.1,8.2,8.9,8.6,9.0,9.2,9.1,9.9
230-02,acambay,jilotepec-acambay,ex-m40d,13.000,95,0.3,78.7,0.2,1.9,6.6,3.0,0.3,1.7,0.4,0.0,0.0,0.1,6.8,"34,740",8.1,7.0,8.3,8.2,8.6,8.3,7.9,8.0,7.7,8.9,8.8,10.2
230-03,acambay,querétaro-acambay,ex-m40d,13.000,251,0.5,78.5,0.2,1.1,4.4,3.5,1.3,7.4,0.8,0.0,0.1,0.4,1.8,"91,569",7.0,6.3,8.1,8.0,8.1,7.8,8.8,8.6,7.7,9.6,8.5,11.5
230-04,acambay,tula ii-acambay,ex-m40d,13.000,8,1.3,88.4,0.3,0.0,2.7,0.9,0.0,0.1,0.5,0.0,0.0,0.0,5.8,"3,047",7.7,7.4,9.5,8.3,8.6,8.3,7.9,8.0,5.5,9.2,9.1,10.5
230-05,acambay,tula i-acambay,ex-m40d,13.000,28,0.2,65.7,0.5,0.1,8.1,4.7,10.5,4.2,2.9,0.0,0.0,2.3,0.8,"10,157",6.8,6.4,9.1,8.4,8.7,8.5,8.8,8.7,7.3,8.7,8.3,10.3
230-06,acambay,atitalaquia-acambay,ex-m40d,13.000,8,0.1,62.0,1.0,0.4,4.1,11.9,0.6,2.6,9.7,0.0,0.0,4.8,2.8,"2,956",7.3,7.3,8.3,9.0,9.0,8.5,9.2,9.7,7.7,9.2,7.2,7.6
230-07,acambay,apaxco-acambay,ex-m40d,13.000,2,1.6,90.5,0.0,0.0,0.5,5.3,0.0,0.0,0.5,0.0,0.0,0.0,1.6,188,"","","","","","","","",2.1,29.3,33.0,35.6
230-08,acambay,ajoloapan-acambay,ex-m40d,13.000,4,0.1,85.7,0.2,0.3,9.4,1.6,0.3,2.3,0.1,0.0,0.0,0.0,0.0,"1,491",7.2,7.0,9.0,8.7,8.7,8.9,7.9,9.1,7.8,8.5,8.6,8.6
230-09,acambay,pachuca-acambay,ex-m40d,13.000,22,0.4,82.2,0.6,0.6,5.2,3.9,2.4,4.0,0.3,0.0,0.0,0.1,0.3,"8,203",6.7,6.0,7.9,7.8,8.7,8.9,9.4,8.3,7.0,9.5,8.6,11.2
230-10,acambay,tulancingo-acambay,ex-m40d,13.000,15,0.1,74.4,0.8,0.2,7.4,8.9,1.0,5.1,1.2,0.0,0.0,0.6,0.3,"5,461",8.6,7.0,8.4,9.2,7.8,6.8,8.5,7.8,6.8,8.7,9.1,11.3
230-11,acambay,sahagún-acambay,ex-m40d,13.000,1,0.0,69.4,1.7,0.0,4.8,4.1,0.3,9.7,7.6,0.0,0.0,1.4,1.0,290,9.0,7.6,8.3,6.9,9.0,8.3,10.7,9.7,3.4,9.0,7.9,10.2
230-12,acambay,calpulalpan-acambay,ex-m40d,13.000,2,1.1,70.0,0.5,0.0,6.6,8.0,1.5,11.3,0.8,0.0,0.0,0.0,0.2,652,6.7,8.0,5.8,8.3,8.1,7.2,8.4,9.2,6.4,10.6,9.2,12.1
230-13,acambay,sanctórum-acambay,ex-m40d,13.000,12,0.1,48.2,0.4,0.4,14.0,7.1,3.5,23.1,2.5,0.0,0.0,0.7,0.0,"4,371",8.0,7.3,8.6,9.5,8.0,8.0,8.7,8.6,7.3,8.8,7.7,9.5
230-14,acambay,san martín texmelucan-acambay,ex-m40d,13.000,29,0.2,46.1,0.3,0.9,5.9,5.3,1.1,11.6,2.3,0.1,0.0,1.6,24.6,"10,616",7.5,6.7,7.5,7.3,8.2,6.9,8.3,8.2,8.0,10.0,9.5,11.9
231-01,jilotepec,atlacomulco-jilotepec,ex-m40d,48.700,202,0.3,70.0,0.2,0.2,6.0,3.4,0.2,5.3,0.6,0.1,0.0,7.3,6.4,"73,742",7.3,6.5,7.9,7.7,7.8,8.2,8.1,7.7,8.1,9.6,10.2,10.9
231-02,jilotepec,acambay-jilotepec,ex-m40d,48.700,108,0.4,81.1,0.2,1.6,4.9,2.6,0.1,1.2,0.5,0.0,0.0,0.0,7.4,"39,455",8.6,7.3,8.4,8.6,9.1,9.0,8.3,8.1,7.7,7.3,8.6,9.0
231-03,jilotepec,querétaro-jilotepec,ex-m40d,48.700,915,0.9,76.4,0.2,0.9,4.0,4.7,0.2,7.2,0.7,0.0,0.0,1.2,3.6,"334,001",6.9,6.9,8.2,7.9,8.3,8.3,8.7,8.5,8.2,9.5,9.1,9.5
231-04,jilotepec,tula ii-jilotepec,ex-m40d,48.700,208,1.2,92.8,0.2,0.5,3.2,0.5,0.0,0.1,0.6,0.0,0.0,0.0,0.9,"76,063",7.5,7.0,8.1,8.1,8.8,8.5,9.0,8.4,6.6,9.1,8.8,10.1
231-05,jilotepec,tula i-jilotepec,ex-m40d,48.700,248,0.9,77.9,0.5,1.6,9.6,4.8,0.2,2.2,1.3,0.0,0.0,0.4,0.6,"90,420",7.3,6.8,8.1,8.2,9.0,8.4,8.5,7.9,8.2,9.2,8.7,9.7
231-06,jilotepec,atitalaquia-jilotepec,ex-m40d,48.700,74,0.7,64.3,0.4,0.1,2.8,7.3,5.2,4.8,13.4,0.0,0.0,0.5,0.5,"27,171",7.6,8.2,8.6,8.8,8.7,8.4,8.5,8.6,7.7,8.0,7.6,9.3
231-07,jilotepec,apaxco-jilotepec,ex-m40d,48.700,10,1.7,92.4,0.4,0.0,1.4,2.1,0.0,0.0,0.5,0.0,0.0,0.5,1.0,"1,262","","","","","","","","",0.9,27.3,35.2,36.6
231-08,jilotepec,ajoloapan-jilotepec,ex-m40d,48.700,14,2.0,88.9,0.5,0.1,3.8,3.3,0.1,1.0,0.1,0.0,0.0,0.0,0.2,"5,200",8.0,7.0,8.3,8.7,9.2,8.2,8.1,8.5,7.8,8.4,8.1,9.7
231-09,jilotepec,pachuca-jilotepec,ex-m40d,48.700,97,0.4,85.2,0.4,0.1,6.3,3.1,0.4,2.9,0.8,0.0,0.0,0.0,0.4,"35,586",6.9,6.6,8.0,7.9,9.4,8.3,8.7,8.4,8.0,9.1,8.5,10.2
231-10,jilotepec,tulancingo-jilotepec,ex-m40d,48.700,44,0.2,83.2,0.8,0.1,6.2,3.5,0.2,2.3,1.1,0.0,0.0,2.2,0.2,"16,172",7.6,6.1,8.4,9.0,8.4,8.2,9.0,8.4,7.0,8.5,8.9,10.5
231-11,jilotepec,sahagún-jilotepec,ex-m40d,48.700,4,0.4,67.7,0.4,0.0,3.7,8.8,1.5,12.5,2.5,0.1,0.1,2.0,0.3,"1,581",8.4,7.1,7.7,8.0,8.9,9.0,10.7,8.5,8.5,8.9,7.6,6.7
231-12,jilotepec,calpulalpan-jilotepec,ex-m40d,48.700,5,0.1,68.7,0.8,0.1,3.8,1.7,0.8,18.8,3.6,0.0,0.0,0.8,0.8,"1,900",7.9,7.5,8.4,8.9,9.3,8.4,7.7,6.5,6.5,7.3,10.1,11.5
231-13,jilotepec,sanctórum-jilotepec,ex-m40d,48.700,22,0.3,68.2,0.3,0.4,8.0,2.4,2.1,8.6,5.0,0.2,0.0,4.3,0.2,"8,199",7.6,6.6,7.3,7.5,8.5,8.0,8.9,8.5,6.9,8.7,9.5,12.0
231-14,jilotepec,san martín texmelucan-jilotepec,ex-m40d,48.700,55,0.3,53.6,0.2,0.3,4.7,3.7,0.6,20.8,7.5,0.0,0.0,1.9,6.4,"20,101",7.2,6.7,8.0,8.2,8.2,8.0,8.6,8.1,7.5,9.1,8.8,11.6
232-01,querétaro,atlacomulco-querétaro,ex-m40d,55.000,"2,722",0.3,51.1,0.1,4.4,5.5,5.1,1.3,20.6,1.3,0.3,0.1,8.8,1.1,"993,592",7.7,6.8,8.0,8.0,8.1,7.8,8.5,8.3,8.0,8.9,9.6,10.3
232-02,querétaro,acambay-querétaro,ex-m40d,55.000,266,0.5,80.4,0.2,0.7,5.3,3.2,0.8,6.7,0.3,0.0,0.0,0.4,1.5,"96,917",8.5,6.7,7.9,8.2,8.4,8.6,8.3,8.4,7.6,8.7,8.9,9.8
232-03,querétaro,jilotepec-querétaro,ex-m40d,55.000,877,1.3,72.4,0.2,2.7,4.1,5.1,0.4,8.0,0.5,0.0,0.0,1.3,4.0,"320,175",6.7,6.6,8.2,8.0,8.6,8.4,9.0,9.0,8.1,9.5,9.2,8.7
232-04,querétaro,tula ii-querétaro,ex-m40d,55.000,258,0.6,86.4,0.3,0.1,2.3,3.2,0.1,1.7,1.0,0.0,0.0,0.3,4.0,"94,060",7.3,7.1,8.6,8.1,8.8,8.5,8.9,8.8,7.0,9.4,8.4,9.1
